page_number,topic,text,confidence,element_count,text_length,matched_keywords,document_filename,document_type,total_pages
34,THERMAL FACTOR,"Ct 1.0 5 > = Â£38 s 8 16. BASE PLATES, ANCHOR BOLTS, SUPPORT ANGLES, ETC., BELOW GRADE SHALL BE COVERED WITH A 3 A. ALL PLATE DIMENSIONS AND GRADES. Consultant Logo: = MINIMUM OF 3"" CONCRETE. g = in",0.940940690325717,4114,198,['DESIGN CRITERIA'],GDCCC Drawings.pdf,general_construction_document,106
34,WIND DESIGN DATA,"B. ALL WELD SIZES, LENGTHS, PITCHES, AND RETURNS. 17.",0.940940690325717,4114,53,['DESIGN CRITERIA'],GDCCC Drawings.pdf,general_construction_document,106
34,P.H. ULTIMATE BUILDING RISK CATEGORY,II c. ALL HOLE SIZES AND SPACINGS. 18.,0.940940690325717,4114,38,['DESIGN CRITERIA'],GDCCC Drawings.pdf,general_construction_document,106
34,C CONTRACTOR. SEE COMPOSITE BEAM AND DECK NOTES FOR SHORING REQUIREMENTS. D. NUMBER AND TYPES OF BOLTS,"WHERE BOLTS ARE SHOWN BUT NO NUMBER IS GIVEN, THE CONNECTION HAS. FOOTINGS 4 145 0.48 564 4",0.940940690325717,4114,91,['DESIGN CRITERIA'],GDCCC Drawings.pdf,general_construction_document,106
34,SEISMIC DESIGN DATA,"NOT BEEN COMPLETELY DETAILED. 19. FILL SLABS INDICATED ON THE STRUCTURAL DRAWINGS SHALL BE REINFORCED WITH 6x6- W1.4xW1.4 W.W.F., UNLESS NOTED OTHERWISE. SEE ARCHITECTURAL DRAWINGS FOR PLAN DIMENSIONS,",0.940940690325717,4114,201,['DESIGN CRITERIA'],GDCCC Drawings.pdf,general_construction_document,106
34,SEISMIC IMPORTANCE FACTOR,"1.0 E. WHERE PARTIAL INFORMATION IS GIVEN, IT SHALL BE THE MINIMUM REQUIREMENT FOR THE CONNECTION. = THICKNESSES, SLOPES TO DRAIN,",0.940940690325717,4114,130,['DESIGN CRITERIA'],GDCCC Drawings.pdf,general_construction_document,106
34,ETC. MAPPED SPECTRAL RESPONSE ACCELERATIONS,Ss 0.1259 / S1 0.0449 CONCRETE EXPOSED TO DEICERS 4 145 0.40 564 3/4 4 6 = =,0.940940690325717,4114,76,['DESIGN CRITERIA'],GDCCC Drawings.pdf,general_construction_document,106
34,SITE CLASS,"D PRIOR TO FABRICATION, PROVIDE (FOR RECORD COPY) DESIGN CALCULATIONS FOR TYPICAL BEAM 20 WHERE REINFORCING IS NOT INDICATED OR DEFINED,",0.940940690325717,4114,136,['DESIGN CRITERIA'],GDCCC Drawings.pdf,general_construction_document,106
34,SPECTRAL RESPONSE COEFFICIENTS,"Sds 0.134 / Sd1 0.072 CONNECTIONS, ALL PRIMARY BRACING AND HANGER CONNECTIONS, SIGNED AND SEALED BY A PROFESSIONAL = =",0.940940690325717,4114,118,['DESIGN CRITERIA'],GDCCC Drawings.pdf,general_construction_document,106
34,SEISMIC DESIGN CATEGORY,B ENGINEER REGISTERED IN THE STATE OF THE PROJECT SHALL BE SUBMITTED TO THE ENGINEER. INTERIOR TOPPING SLABS 3.5 145 0.50 541 3/4 4,0.940940690325717,4114,131,['DESIGN CRITERIA'],GDCCC Drawings.pdf,general_construction_document,106
34,WALLS,#5 EACH WAY EACH FACE. SPACING IN INCHES 140/(WALL THICKNESS IN INCHES) BUT =,0.940940690325717,4114,77,['DESIGN CRITERIA'],GDCCC Drawings.pdf,general_construction_document,106
34,BASIC SEISMIC FORCE-RESISTING SYSTEM(S),"ORDINARY STEEL MOMENT FRAMES. NOT OVER 18""",0.940940690325717,4114,42,['DESIGN CRITERIA'],GDCCC Drawings.pdf,general_construction_document,106
34,SEISMIC RESPONSE COEFFICIENT,Cs 0.0448 = INTERIOR SLABS ON GRADE 4 145 0.50 564 11/2) 4,0.940940690325717,4114,58,['DESIGN CRITERIA'],GDCCC Drawings.pdf,general_construction_document,106
34,N BEAMS,1-#9 CONTINUOUS TOP AND BOTTOM FOR EACH 100,0.940940690325717,4114,43,['DESIGN CRITERIA'],GDCCC Drawings.pdf,general_construction_document,106
34,SQUARE INCHES OF BEAM CROSS DESIGN BASE SHEAR,"V 0.36 K A. BEAMS,",0.940940690325717,4114,18,['DESIGN CRITERIA'],GDCCC Drawings.pdf,general_construction_document,106
34,IF REACTION IS NOT SHOWN GREATER OF,= SECTIONAL AREA AND #4 STIRRUPS SPACED AT 1/4,0.940940690325717,4114,46,['DESIGN CRITERIA'],GDCCC Drawings.pdf,general_construction_document,106
34,OF BEAM DEPTH FULL LENGTH OF BEAM. ANALYSIS PROCEDURE USED,EQUIVALENT LATERAL FORCE 55% OF TOTAL ALLOWABLE UNIFORM LOAD CAPACITY FROM A.I.S.C. 14TH,0.940940690325717,4114,88,['DESIGN CRITERIA'],GDCCC Drawings.pdf,general_construction_document,106
34,EDITION TABLES FOR ALLOWABLE COLUMNS,"1-#9 VERTICAL PER 50 SQUARE INCHES OF CROSS SECTIONAL AREA AND #3 TIES @ ALL CONCRETE NOT OTHERWISE SPECIFIED 4 145 0.40 564 3/4 4 6 LOADS ON BEAMS, 9""0.",0.940940690325717,4114,153,['DESIGN CRITERIA'],GDCCC Drawings.pdf,general_construction_document,106
34,KIPS. SLABS,#5 EACH WAY TOP AND BOTTOM. SPACING IN INCHES 100/(SLAB THICKNESS IN INCHES) =,0.940940690325717,4114,78,['DESIGN CRITERIA'],GDCCC Drawings.pdf,general_construction_document,106
34,DESIGN,"PRECAST GROUT 7 145 1/4 6 N GIK BUT NOT OVER 18"" 0.",0.940940690325717,4114,51,['DESIGN CRITERIA'],GDCCC Drawings.pdf,general_construction_document,106
34,B. MOMENT CONNECTIONS INDICATED ON THE DRAWINGS THUS,"DESIGN FOR MOMENT SHOWN OR, IF NOT SHOWN, DEVELOP MOMENT CAPACITY OF MEMBER WITH fb 0.66 Fy. 1. THE FOUNDATION HAS BEEN DESIGNED IN ACCORDANCE WITH THE RECOMMENDATIONS = ON SHOP DRAWINGS, INDICTE ABOVE REINFORCING AS ""PER GENERAL NOTES"". SUCH MADE IN THE ""GEOTECHNICAL EVALUATION"" BY GEO-SCIENCE ENGINEERING COMPANY,",0.940940690325717,4114,316,['DESIGN CRITERIA'],GDCCC Drawings.pdf,general_construction_document,106
34,INC. REINFORCING MAY BE REVISED OR RELOCATED BY STRUCTURAL ENGINEER DURING SHOP CONCRETE TABLE NOTES,"c. MAINTAIN TENSION CAPACITY OF COLUMNS, DIAGONALS AND MEMBERS SUBJECT TO TENSION AT BOLT DRAWING REVIEW. HOLES, NOTCHES, OR COPES. 2.",0.940940690325717,4114,134,['DESIGN CRITERIA'],GDCCC Drawings.pdf,general_construction_document,106
34,BACKFILLING,"A. FOR MAXIMUM COARSE AGGREGATE SIZE INDICATED, USE THE FOLLOWING AGGREGATE SIZE 21.",0.940940690325717,4114,84,['DESIGN CRITERIA'],GDCCC Drawings.pdf,general_construction_document,106
34,MASONRY DOWELS,"PROVIDE, PLACE, AND SPACE TO MATCH MASONRY REINFORCING. NUMBERS PER A.S.T.M. C33:",0.940940690325717,4114,81,['DESIGN CRITERIA'],GDCCC Drawings.pdf,general_construction_document,106
34,CONNECTION FORCE NOTATION,A. DO NOT BACKFILL BASEMENT WALLS AND GRADE BEAMS UNTIL BRACING FLOORS ARE IN PLACE OR ADEQUATE TEMPORARY BRACING IS INSTALLED. A 22.,0.940940690325717,4114,133,['DESIGN CRITERIA'],GDCCC Drawings.pdf,general_construction_document,106
34,PROVIDE STANDARD HOOKS ON BARS TERMINATING AT CONCRETE FACE UNLESS NOTED (E.G.,"EDGES 3/8"" #8",0.940940690325717,4114,13,['DESIGN CRITERIA'],GDCCC Drawings.pdf,general_construction_document,106
34,AGGREGATE P AXIAL FORCE IN KIPS,"(+) TENSION, (-) COMPRESSION 16) = O OF OPENINGS, SLAB EDGES, EXPANSION JOINTS, ENDS OF BEAMS,",0.940940690325717,4114,94,['DESIGN CRITERIA'],GDCCC Drawings.pdf,general_construction_document,106
34,AND AT,"TOP, BOTTOM AND ENDS OF 2 3/4"" #67 AGGREGATE V OR [] SHEAR IN KIPS B. WHERE FOUNDATION WALLS ARE TO HAVE EARTH PLACED ON EACH SIDE, PLACE = WALLS, ETC...). 1"" -#57 AGGREGATE M IN FOOT KIPS FILL SIMULTANEOUSLY SO AS TO MAINTAIN A COMMON ELEVATION ON EACH SIDE 1 1/2"" #467 AGGREGATE T TORSION IN FOOT KIPS OF THE WALL. = Of 23. PROVIDE 2-#5 (MINIMUM) @ EACH SIDE OF OPENING. EXTEND 2'-0"" BEYOND OPENINGS. B. TOTAL AIR CONTENT LIMITS INCLUDE BOTH ENTRAINED AND ENTRAPPED AIR +/- 1 1/2%. IN THE MINIMUM PLATE THICKNESS SHALL BE 1/4"". c. BACKFILL UNDER FOUNDATIONS WITH CONCRETE OR AS APPROVED BY 24. PROVIDE 2-#5 (MINIMUM) @ EACH SIDE OF OPENING. EXTEND 2'-0"" BEYOND OPENINGS. COLUMN INDICATES ADDITION OF ENTRAINED AIR IS NOT PERMITTED. 5 GEOTECHNICAL ENGINEER. D>",0.940940690325717,4114,761,['DESIGN CRITERIA'],GDCCC Drawings.pdf,general_construction_document,106
34,ABBREVIATIONS FOR REQUIRED ADMIXTURES AS FOLLOWS,"AE AIR-ENTRAINING ADMIXTURE,",0.940940690325717,4114,28,['DESIGN CRITERIA'],GDCCC Drawings.pdf,general_construction_document,106
34,SPREAD FOOTINGS,"= WR WATER REDUCING ADMIXTURE A. MINIMUM BOLT DIAMETER 3/4""",0.940940690325717,4114,59,['DESIGN CRITERIA'],GDCCC Drawings.pdf,general_construction_document,106
34,MASONRY,"1. FOOTINGS SHALL BEAR ON APPROVED COMPACTED FILL CAPABLE OF SUSTAINING A NET D. MAXIMUM SHRINKAGE FOR SLAB ON GRADE SHALL BE LIMITED TO 5/8"" PER 100 FOOT. B. SLIP CRITICAL CONNECTIONS OF A325SC OR A490SC BOLTS SHALL BE USED FOR ALL BOLTED CONNECTIONS. O BEARING PRESSURE OF 4.0 K.S.F. UNDER FULL SERVICE LIVE AND DEAD LOAD. 1. NOTES APPLY TO MASONRY SHOWN ON STRUCTURAL DRAWINGS AND SHALL BE THE MINIMUM REQUIREMENTS OF BRACING MEMBERS, MOMENT CONNECTIONS, CANTILEVERS, AND AS SHOWN ON THE DRAWINGS. OVERSIZED FOR MASONRY SHOWN ON THE ARCHITECTURAL DRAWINGS. E. PRECAST WALL PANEL GROUT SHALL CONTAIN A MINIMUM OF ITS CEMENTITIOUS MATERIAL AS AND LONG-SLOTTED HOLES ARE ALLOWED FOR SLIP CRITICAL CONNECTIONS. TOP OF FOOTING (T/F) ELEVATIONS ARE SHOWN ON THE PLANS. EITHER 15% TYPE ""K"" CEMENT OR 8% TYPE ""G""",0.940940690325717,4114,807,['DESIGN CRITERIA'],GDCCC Drawings.pdf,general_construction_document,106
34,CEMENT. CONCRETE MASONRY,"c. ALL OTHER BOLTED CONNECTIONS SHALL BE BEARING TYPE USING A325N OR A490N BOLTS. OVERSIZED FOOTINGS SHALL NOT BE POURED INTO AN EARTH-FORMED TRENCH U.N.O.. 1. REINFORCING SHALL CONFORM TO A.S.T.M. A615, GR. 60, INCLUDING TIES AND STIRRUPS. BARS HOLES AND LONG-SLOTTED HOLES ARE NOT ALLOWED UNLESS SHOWN ON THE DRAWINGS. A. COMPRESSIVE STRENGTH OF MASONRY, PRISM STRENGTH F'm 1500 REQUIRING WELDING OR FIELD BENDING SHALL BE A.S.T.M. A706, GRADE 60. = ALL BEARING MATERIAL SHALL BE INSPECTED BY THE GEOTECHNICAL ENGINEER PRIOR TO D. A307",0.940940690325717,4114,537,['DESIGN CRITERIA'],GDCCC Drawings.pdf,general_construction_document,106
34,BOLTS MAY BE USED WHERE INDICATED ON THE DRAWINGS. CONCRETE PLACEMENT. THE GEOTECHNICAL ENGINEER SHALL BE THE SOLE JUDGE AS TO. B. CONCRETE MASONRY UNITS,"2. WELDED WIRE FABRIC SHALL CONFORM TO A.S.T.M. A185. THE SUITABILITY OF THE BEARING MATERIAL. FOOTING ELEVATIONS SHALL BE ADJUSTED E. PROTRUDING BOLT HEADS, SHAFTS OR NUTS SHALL NOT EXTEND INTO NOR PROHIBIT THE APPLICATION OF AS REQUIRED. A.S.T.M. C90 3. LAP SPLICES SHALL BE IN ACCORDANCE WITH THE FOLLOWING TABLE, UNLESS NOTED OTHERWISE. ARCHITECTURAL FINISHES AND THEY SHALL NOT EXTEND INTO NOR PROHIBIT THE PLACEMENT OF STEEL. NORMAL WEIGHT (135 P.C.F.), 2 CELL UNITS WHERE CLASSES ARE NOT CALLED OUT ON DRAWINGS, USE CLASS ""B""",0.940940690325717,4114,532,['DESIGN CRITERIA'],GDCCC Drawings.pdf,general_construction_document,106
34,SPLICES,"fc 4000 P.S.I., fy 60,000 F. THE FABRICATOR IS RESPONSIBLE FOR VERIFYING THE TENSION CAPACITY OF AXIALLY LOADED MEMBERS. = =",0.940940690325717,4114,124,['DESIGN CRITERIA'],GDCCC Drawings.pdf,general_construction_document,106
34,AFTER A SECTION IS REDUCED FOR BOLT HEADS. MEMBER SIZE MAY BE INCREASED OR CONNECTION PLATES SLIDING RESISTANCE (ALLOWABLE LOADS),"A.S.T.M. C476 ADDED AS REQUIRED. STANDARD TENSION LAP SPLICE, GRADE 60 STRENGTH AT 28 DAYS 100% OF F'm, 2500 MINIMUM = = A. COEFFICIENT OF SLIDING FRICTION 0.43",0.940940690325717,4114,160,['DESIGN CRITERIA'],GDCCC Drawings.pdf,general_construction_document,106
34,B LAP SPLICE LENGTH (INCHES) VALUES USED FOR THE VARIOUS BOLT TYPES. B. PASSIVE PRESSURE,Kp 405 PCF = A.S.T.M. C270,0.940940690325717,4114,26,['DESIGN CRITERIA'],GDCCC Drawings.pdf,general_construction_document,106
34,WELDED CONNECTIONS,"7. SLAB-ON-GRADE HAVE BEEN DESIGNED USING A SUBGRADE MODULUS OF 144 fc 3,000 P.S.I. fc 4,000 fc 5,000 P.S.I. = = = TYPE M, AT EXTERIOR WALLS BELOW GRADE, HYDRATED LIME REQUIRED TYPE M OR AT EXTERIOR WALLS ABOVE GRADE,",0.940940690325717,4114,217,['DESIGN CRITERIA'],GDCCC Drawings.pdf,general_construction_document,106
34,HYDRATED LIME REQUIRED A. WELDS ARE CONTINUOUS UNLESS NOTED. RETAINING WALLS,"CENTER TYPE S, AT INTERIOR WALLS,",0.940940690325717,4114,33,['DESIGN CRITERIA'],GDCCC Drawings.pdf,general_construction_document,106
34,HYDRATED LIME REQUIRED A B A B A B CLASS BAR B. ALL FILLET WELDS,"A.I.S.C. MINIMUM BUT NOT LESS THAN 1/4"" UNLESS NOTED OTHERWISE. ACTIVE DESIGN PRESSURE IS EQUAL TO AN EQUIVALENT FLUID PRESSURE OF 45 P.C.F. SIZE REINFORCED MASONRY REQUIRES CONTINUOUS SPECIAL INSPECTION SEE SPECIFICATIONS AND SPECIAL 1 2 1 2 1 2 1 2 1 2 1 2 CASE INSPECTION TABLES. c. ALL WELDING SHALL BE IN ACCORDANCE WITH THE CURRENT ""STRUCTURAL WELDING CODE"" (A.W.S. D1.1) AT-REST DESIGN PRESSURE IS EQUAL TO AN EQUIVALENT FLUID PRESSURE OF 68",0.940940690325717,4114,448,['DESIGN CRITERIA'],GDCCC Drawings.pdf,general_construction_document,106
34,C.F. PUBLISHED BY THE AMERICAN WELDING SOCIETY. ELECTRODES FOR WELDING SHALL COMPLY WITH THE REINFORCING,"BARS SHALL CONFORM TO A.S.T.M. A615, GRADE 60, UNLESS NOTED ON DRAWINGS. WIRES. #3 16 25 21 32 14 21 18 28 13 19 17 25 REQUIREMENTS OF TABLE 4.1.1 OF (A.W.S. D1.1). PASSIVE DESIGN PRESSURE IS EQUAL TO AN EQUIVALENT FLUID PRESSURE OF 405 P.C.F. SHALL CONFORM TO A.S.T.M. A951 D. ALL GROOVE WELDS SHALL BE COMPLETE PENETRATION UNLESS NOTED OTHERWISE. SURCHARGE LOADS ARE 40 P.S.F. AT THE SURFACE. GEISINGER CANCER #4 22 33 28 43 19 28 25 37 17 25 22 33 PENNSYLVANIA DOWELS FROM C.I.P. CONCRETE SHALL MATCH THE VERTICAL REINFORCEMENT IN THE WALL ABOVE UNLESS NOTED OTHERWISE. SUCH DOWELS SHALL BE FURNISHED BY THE CONCRETE CONTRACTOR. SPLICING OF STEEL MEMBERS, UNLESS SHOWN ON THE DRAWINGS,",0.940940690325717,4114,688,['DESIGN CRITERIA'],GDCCC Drawings.pdf,general_construction_document,106
34,IS PROHIBITED WITHOUT WRITTEN COEFFICIENT OF SLIDING FRICTION,"NOTES #5 27 41 36 53 24 36 31 46 21 32 28 41 APPROVAL OF THE ARCHITECT. WHEN A FOUNDATION DOWEL DOES NOT LINE UP WITH A VERTICAL BLOCK CORE, IT SHALL NOT BE SLOPED CONCRETE/SOIL 0.43 = MORE THAN ONE HORIZONTAL IN 6 VERTICAL. DOWELS MAY BE GROUTED INTO A CELL IN VERTICAL ALIGNMENT, NO CHANGE IN SIZE OR POSITION OF THE STRUCTURAL ELEMENTS SHALL BE MADE AND HOLES, SLOTS, CUTS, #6 33 49 43 64 28 43 37 55 25 38 33 50 EVEN THOUGH IT IS IN AN ADJACENT CELL TO THE VERTICAL WALL REINFORCING. ETC., ARE NOT PERMITTED THROUGH ANY MEMBER UNLESS THEY ARE DETAILED ON THE APPROVED SHOP. FOUNDATION WALLS THAT RETAIN EARTH SHALL BE BRACED AGAINST BACKFILLING DRAWINGS. PRESSURES UNTIL FLOOR SLABS AT TOP AND BOTTOM ARE IN PLACE. SCRANTON, #7 48 72 62 93 42 62 54 81 37 56 48 72 SPLICED REINFORCING SHALL BE LAPPED 48 BAR DIAMETERS OR 24"", WHICHEVER IS GREATER. SPLICED BARS CITY SHALL BE WIRED TOGETHER. ***GENERATE NEW LAPS BASED ON ACI 530-08 (EQ2-12) AND NEWER, USE fM AND NO FINAL BOLTING OR WELDING SHALL BE MADE UNTIL AS MUCH OF THE STRUCTURE AS WILL BE STIFFENED WHERE FOUNDATION WALLS ARE TO HAVE EARTH PLACED ON EACH SIDE, PLACE FILL OTHER PROJECT REQUIREMENTS. THEREBY HAS BEEN PROPERLY ALIGNED. SIMULTANEOUSLY SO AS TO MAINTAIN A COMMON ELEVATION ON EACH SIDE OF THE WALL. #8 55 82 71 107 47 71 62 92 42 64 55 83 VERTICAL BARS SHALL BE HELD IN POSITION AT TOP AND BOTTOM AND AT INTERVALS NOT EXCEEDING 192 UNLESS NOTED OTHERWISE, BEAMS SHALL BEAR 8"" MINIMUM ON CONCRETE OR MASONRY. ANCHOR BEAMS DO NOT BACKFILL UNTIL CONCRETE HAS REACHED ITS 28 DAY STRENGTH. DICKSON #9 62 93 80 120 54 80 70 104 48 72 62 93 DIAMETERS OF THE REINFORCING. TO MASONRY OR CONCRETE WITH 2-3/4"" DIA. ANCHOR BOLTS OR WELDED TO EMBED PLATE. VERTICAL REINFORCING BARS SHALL HAVE A MINIMUM CLEARANCE OF 3/4"" FROM THE MASONRY OR ADJACENT FABRICATE ALL BEAMS WITH THE MILL CAMBER UP. #10 70 104 90 136 60 90 78 117 54 81 70 105",0.940940690325717,4114,1900,['DESIGN CRITERIA'],GDCCC Drawings.pdf,general_construction_document,106
34,BARS AND NOT LESS THAN ONE BAR DIAMETER BETWEEN BARS NOT SPLICED. SHEAR STUDS,"CONFORM TO A.W.S. D1.1-98, SHOP WELD EXCEPT WHERE APPLIED THROUGH METAL DECK. #11 77 116 100 151 67 100 87 130 60 90 78 117 10. VERTICAL GROUTING MAY BE EITHER ""LOW LIFT"" OR ""HIGH LIFT"" AT THE CONTRACTOR'",0.940940690325717,4114,204,['DESIGN CRITERIA'],GDCCC Drawings.pdf,general_construction_document,106
34,S OPTION. MISCELLANEOUS,"HEADED STUDS SHALL CONFORM TO A.S.T.M. A108, GRADE 1015, WELDABLE (Fy 65 K.S.I.). = 11. VERTICAL CELLS THAT WILL BE GROUTED SHALL HAVE VERTICAL ALIGNMENT TO MAINTAIN A CONTINUOUS UNOBSTRUCTED CELL AREA NOT LESS THAN 2"" 3"". 1. STRUCTURAL DRAWINGS ARE INTENDED TO BE USED WITH ARCHITECTURAL AND â€œTOP BARS"" ARE DEFINED AS ANY BAR WITH MORE THAN 12"" OF CONCRETE CAST BELOW THE BAR, SEE NOTE 4 IN x TOP OF ALL TUBES AND PIPES SHALL HAVE A CAP PLATE 1/4"", SEAL WELDED ALL AROUND, UNLESS LARGER MECHANICAL DRAWINGS. CONTRACTOR IS RESPONSIBLE FOR COORDINATING SUCH TABLE NOTES. CAP PLATE AND / OR WELD IS NOTED. THIS DOES NOT APPLY TO DIAGONAL / SLOPING TUBES OR PIPES. 12. GROUTING SHALL BE STOPPED 1/2"" BELOW THE TOP OF A COURSE SO AS TO FORM A KEY AT THE POUR JOINT. REQUIREMENTS INTO THEIR SHOP DRAWINGS AND WORK. WHERE FIREPROOFING IS REQUIRED,",0.940940690325717,4114,843,['DESIGN CRITERIA'],GDCCC Drawings.pdf,general_construction_document,106
34,ADJUST FIREPROOFING THICKNESS BASED ON MEMBER SIZES. SEE TABLE NOTES,"13. GROUTING OF MASONRY BEAMS OVER OPENINGS SHALL BE DONE IN ONE CONTINUOUS OPERATION. NO OPENING SHALL BE MADE IN ANY STRUCTURAL MEMBER WITHOUT THE WRITTEN ARCHITECTURAL DRAWINGS FOR FIREPROOFING REQUIREMENTS AND THICKNESS. APPROVAL OF THE A. TABLES ARE BASED A.C.I. 318. WHERE CLEAR SPACING OF BARS BEING 14. ALL BOLTS, ANCHORS, ETC., INSERTED IN THE WALLS, SHALL BE GROUTED SOLID INTO POSITION. ARCHITECT. THE FABRICATOR IS RESPONSIBLE FOR THE DESIGN AND DETAILING OF STEEL STAIRS. STAIRS SHOWN ON DEVELOPED OR SPLICED IS AT LEAST 2 BAR DIAMETERS AND THE THE STRUCTURAL DRAWINGS ARE SCHEMATIC AND ARE ONLY INTENDED TO SHOW THE RELATIONSHIP OF CLEAR COVER AT LEAST 1 BAR DIAMETER, USE CASE 1. USE CASE 2 15. ALL HORIZONTAL REINFORCING (JOINT REINFORCING AND REBAR) SHALL STOP AT CONTROL JOINTS. NO CHANGE IN SIZE OR DIMENSION OF STRUCTURAL MEMBERS SHALL BE MADE MEMBERS CONNECTED. STAIRS SHALL BE DESIGNED BY A PROFESSIONAL ENGINEER REGISTERED IN THE STATE FOR OTHER BAR ARRANGEMENTS. WITHOUT THE WRITTEN OF THE PROJECT, RETAINED BY THE FABRICATOR. LAP LENGTH (INCHES) 16. REFER TO ARCHITECTURAL DRAWINGS FOR LOCATIONS AND DETAILS OF DOOR AND WINDOW OPENINGS FOR APPROVAL OF THE ARCHITECT. B. SPLICES TO BE CLASS ""B"" TENSION SPLICE UNLESS OTHERWISE SPECIAL COURSING AND OTHER MASONRY DETAILS. THE INFORMATION SHOWN ON THE STRUCTURAL, 18. ALL EXPOSED EXTERIOR STEEL SHALL HAVE A GALVANIZED FINISH, UNLESS NOTED OTHERWISE. NOTED. fc 3,000 OR GREATER) = DRAWINGS IS INTENDED TO DEFINE THE STRUCTURAL REQUIREMENT ONLY. OPENINGS 1'-4"" AND LESS ON A SIDE ARE GENERALLY NOT SHOWN ON THE 19. 18. ALL EXPOSED EXTERIOR STEEL SHALL HAVE A GALVANIZED FINISH, UNLESS NOTED OTHERWISE Revisions: STRUCTURAL DRAWINGS. REFER TO ARCHITECTURAL AND MECHANICAL DRAWINGS. C. PLAIN WELDED WIRE FABRIC BY LAPPING ONE FULL MESH 17.",0.940940690325717,4114,1808,['DESIGN CRITERIA'],GDCCC Drawings.pdf,general_construction_document,106
